"Cancer","Gene","correlation"
"Pancreatic Cancer","MICB",0.000541229782048622
"Stomach cancer","GADD45A",0.000540180963257893
"Liver cancer","ID2",0.000538882071551543
"Colorectal cancer","CYP7A1",0.000538686707484539
"Colorectal cancer","CALU",0.000535998189889212
"Esophageal cancer","SYP",0.000535694615870152
"Colorectal cancer","UMPS",0.000534394597824197
"Stomach cancer","SPG7",0.000533968003748872
"Bile duct cancer","IFT88",0.00053367028821582
"Colorectal cancer","FOS",0.000533660044442741
"Stomach cancer","MIR375",0.000533601700490398
"Liver cancer","LPAR1",0.000533580786258196
"Colorectal cancer","XRCC5",0.000532007554159348
"Colorectal cancer","NLRP3",0.000530338743969525
"Liver cancer","TGFB1I1",0.000530130048630455
"Bile duct cancer","CXCL9",0.000529468019717039
"Stomach cancer","ANO1",0.000527148263367316
"Colorectal cancer","BRCA1",0.000524453240610902
"Pancreatic Cancer","ING5",0.000524355177489504
"Stomach cancer","PXN",0.000523750059756465
"Colorectal cancer","HOXA9",0.000522020076811006
"Bile duct cancer","CISH",0.000521821333431468
"Esophageal cancer","GHSR",0.000520918483199639
"Bile duct cancer","FXYD5",0.000520905515510618
"Colorectal cancer","RPA1",0.000519119802449469
"Bile duct cancer","FANCA",0.000515939148734129
"Colorectal cancer","TM4SF5",0.00051466495346126
"Liver cancer","CPQ",0.000513218333082016
"Stomach cancer","TSPAN1",0.00051038416766027
"Bile duct cancer","SST",0.000509707998766484
"Colorectal cancer","CD274",0.000507630184346755
"Esophageal cancer","VIP",0.000507139848045537
"Pancreatic Cancer","S100P",0.000505466312816961
"Liver cancer","STARD7",0.000504609882131249
"Stomach cancer","PDGFRA",0.000504149636940454
"Colorectal cancer","SSX2",0.00050364693899501
"Liver cancer","MBL2",0.000503547148083041
"Liver cancer","ADAM9",0.000502000502122798
"Esophageal cancer","RASSF1",0.000500892368329118
"Colorectal cancer","SCG5",0.000500227237703983
"Esophageal cancer","GPBAR1",0.000499915334231191
"Bile duct cancer","CTSL",0.000498935042660397
"Colorectal cancer","FZD8",0.000498372647418787
"Pancreatic Cancer","SLCO2A1",0.000496244103522117
"Stomach cancer","MIR301A",0.000495559777694167
"Colorectal cancer","RET",0.000494619699880716
"Bile duct cancer","RASSF5",0.000491205808232146
"Liver cancer","SLC1A2",0.000489985467913478
"Colorectal cancer","PLCD1",0.000489920520539718
"Colorectal cancer","SH3BP5",0.000489247803532285
"Colorectal cancer","TNFSF14",0.000489247803532285
"Colorectal cancer","ABCA8",0.000489247803532285
"Colorectal cancer","ERCC3",0.00048830281885209
"Colorectal cancer","SAA4",0.00048830281885209
"Colorectal cancer","CSTB",0.00048830281885209
"Esophageal cancer","HLA-B",0.000485019098126428
"Pancreatic Cancer","ICAM1",0.000484640917053182
"Stomach cancer","NLRP3",0.00048261608230518
"Pancreatic Cancer","CTHRC1",0.000482101234646075
"Esophageal cancer","CCL28",0.000481457932768138
"Colorectal cancer","IL24",0.000481131858267261
"Pancreatic Cancer","TRPV5",0.000479376096100241
"Colorectal cancer","NR1H4",0.000479328839452356
"Colorectal cancer","ICK",0.000478483856120713
"Liver cancer","TRAF1",0.000478297361733445
"Colorectal cancer","MYOD1",0.000475358384911449
"Stomach cancer","CAPG",0.00047517487495738
"Colorectal cancer","LPAR3",0.000475072838698727
"Esophageal cancer","PVRL4",0.000474920417354148
"Liver cancer","DDC",0.000473351849603516
"Stomach cancer","CTSZ",0.000473324190485454
"Esophageal cancer","LTB4R2",0.000472402273055341
"Bile duct cancer","MMP28",0.000471475126141012
"Esophageal cancer","SOX6",0.00047081022371999
"Liver cancer","HNRNPK",0.000470064419663665
"Pancreatic Cancer","IRF9",0.000469254451839167
"Pancreatic Cancer","IKBKE",0.000469254451839167
"Esophageal cancer","MAG",0.000468774707830267
"Stomach cancer","CYLD",0.000468697471365617
"Pancreatic Cancer","NFKB1",0.000467973443472428
"Colorectal cancer","CD1A",0.000467053287613509
"Stomach cancer","MTSS1",0.000466666246181882
"Stomach cancer","PDPK1",0.000466611394448603
"Colorectal cancer","FLCN",0.000465262948407736
"Stomach cancer","TFE3",0.000464264783561535
"Colorectal cancer","UGT2B15",0.000463243234305359
"Colorectal cancer","TBX3",0.000460784437707121
"Stomach cancer","TTK",0.000460115711069429
"Esophageal cancer","ZEB2",0.000459423979781916
"Pancreatic Cancer","LATS2",0.000458376007358362
"Liver cancer","PIWIL1",0.000458333505881579
"Colorectal cancer","OGFR",0.000458110510105279
"Stomach cancer","RBP4",0.000457386242146509
"Esophageal cancer","INPP5D",0.000455526740986639
"Bile duct cancer","CARTPT",0.000455460235063742
"Colorectal cancer","EEF2K",0.000454627753921925
"Stomach cancer","AJAP1",0.000454615287323685
"Pancreatic Cancer","COL11A1",0.000452587909101354
"Pancreatic Cancer","ST3GAL4",0.000450992810269759
"Colorectal cancer","SLC9A1",0.000450120403111112
"Colorectal cancer","SAA2",0.000446418024127044
"Pancreatic Cancer","CR2",0.000444138826978845
"Pancreatic Cancer","UIMC1",0.000443506294678312
"Liver cancer","GRHL2",0.000440474052859975
"Colorectal cancer","NMT1",0.000439469843450288
"Pancreatic Cancer","WNT11",0.000439261394127543
"Colorectal cancer","DSCAM",0.00043919541770545
"Pancreatic Cancer","MCL1",0.000438414502953659
"Esophageal cancer","KIF27",0.00043809894327294
"Colorectal cancer","IER3",0.000437241982870329
"Liver cancer","FGF18",0.000436268334407314
"Colorectal cancer","INPPL1",0.000435011830371398
"Bile duct cancer","ECM1",0.000434100586893259
"Pancreatic Cancer","HECA",0.000432388445740824
"Bile duct cancer","DCC",0.00043174267131174
"Liver cancer","CDK2",0.000431307431728957
"Pancreatic Cancer","CD81",0.000430171786703025
"Bile duct cancer","PAX8",0.000429245955431431
"Liver cancer","MTUS1",0.000428861505859085
"Esophageal cancer","SCEL",0.000428386102729939
"Liver cancer","DAXX",0.000427609916020528
"Colorectal cancer","CD40LG",0.000427275535404905
"Stomach cancer","TYMS",0.000425743673483036
"Esophageal cancer","NLN",0.00042551170033098
"Pancreatic Cancer","STAT1",0.000424129660185369
"Bile duct cancer","FOXP3",0.00042331616277578
"Colorectal cancer","CCR3",0.000422464425962836
"Colorectal cancer","GALNT14",0.000421825934747307
"Liver cancer","SFTPC",0.000418982645552527
"Pancreatic Cancer","MUC3A",0.000417995412566931
"Esophageal cancer","FANCD2",0.000417923223502812
"Liver cancer","ZNF79",0.000416917490923521
"Colorectal cancer","ANPEP",0.000416764622237955
"Pancreatic Cancer","NR1H4",0.000416337905803277
"Colorectal cancer","CDK5RAP3",0.000416266028199089
"Stomach cancer","TJP1",0.000415548668680235
"Liver cancer","PCLO",0.000414767823429557
"Pancreatic Cancer","REN",0.000411876344257808
"Esophageal cancer","PRDM16",0.000409851724837791
"Pancreatic Cancer","PON1",0.000409811835831596
"Stomach cancer","PTRF",0.000408588805170939
"Esophageal cancer","DKK2",0.000408587616309545
"Colorectal cancer","FLII",0.000406567501210073
"Liver cancer","FGFR1",0.000404850110925311
"Esophageal cancer","CDK14",0.000403963489997483
"Esophageal cancer","JUN",0.00040338253531862
"Pancreatic Cancer","STIL",0.000401961764575649
"Pancreatic Cancer","YAP1",0.000401216200509402
"Esophageal cancer","ORM1",0.000400588248844575
"Pancreatic Cancer","FGF7",0.000399066967778249
"Colorectal cancer","MMP14",0.000398693295048473
"Colorectal cancer","RAP2A",0.000398693295048473
"Colorectal cancer","HDGF",0.000398693295048473
"Colorectal cancer","AKR1C4",0.000398693295048473
"Stomach cancer","NR3C1",0.000397545813104401
"Colorectal cancer","GPX4",0.00039729602229149
"Pancreatic Cancer","PPP1R15A",0.000396587827490607
"Pancreatic Cancer","TFEB",0.000396327733026041
"Stomach cancer","ITGA4",0.000395364997982581
"Liver cancer","PGK1",0.000394753438453658
"Liver cancer","ITGB2",0.000394634031855587
"Bile duct cancer","UGT1A4",0.000394436820502488
"Pancreatic Cancer","APPL1",0.000393960465799472
"Colorectal cancer","TJP2",0.000393921311165598
"Liver cancer","SLC39A4",0.000391081420158381
"Pancreatic Cancer","KRT20",0.000389965557915749
"Colorectal cancer","HAND1",0.000388535152680424
"Colorectal cancer","FOLR1",0.000387737350517571
"Liver cancer","CBR1",0.000385181722200861
"Stomach cancer","DAND5",0.000385079490661979
"Pancreatic Cancer","TGFB2",0.000384824722643231
"Liver cancer","MTSS1",0.000384505546278273
"Bile duct cancer","CA9",0.000382533453371668
"Bile duct cancer","ACD",0.00038229073005307
"Pancreatic Cancer","NPY",0.000380829573576687
"Pancreatic Cancer","NGF",0.000379772991435045
"Stomach cancer","EFNA4",0.000379684225503103
"Esophageal cancer","BTG3",0.000379364986886406
"Esophageal cancer","FGF1",0.000377321124711649
"Liver cancer","TTK",0.000376344912912123
"Liver cancer","MCL1",0.000375705656972891
"Liver cancer","POSTN",0.000374484717665698
"Stomach cancer","IGFBP2",0.000371796072449596
"Stomach cancer","ALCAM",0.000370720042445767
"Liver cancer","PNKD",0.000368876662258761
"Stomach cancer","MIR499A",0.000367448606403667
"Esophageal cancer","PF4",0.000366197317319512
"Esophageal cancer","KAT2A",0.000361288643563629
"Pancreatic Cancer","C1R",0.000359895759875773
"Pancreatic Cancer","SIK1",0.000359895759875773
"Pancreatic Cancer","ADH1C",0.000359224265255118
"Pancreatic Cancer","DAXX",0.000358725308811116
"Stomach cancer","KAT2B",0.00035711449442339
"Colorectal cancer","BCL2L12",0.000357064720988133
"Colorectal cancer","DLG5",0.000356600590231009
"Pancreatic Cancer","ITGA2",0.000356313814161211
"Stomach cancer","YWHAB",0.000353227445041148
"Liver cancer","SRY",0.000352074348446659
"Stomach cancer","PRLR",0.000351453341547896
"Colorectal cancer","PTGER1",0.00035135612608739
"Esophageal cancer","PDCD1",0.000351235578920349
"Esophageal cancer","TWIST1",0.000350836533096016
"Esophageal cancer","HOXD9",0.000349125128733998
"Stomach cancer","SMOX",0.000349029268971487
"Liver cancer","PSRC1",0.000346893930040156
"Liver cancer","DEDD2",0.000346893930040156
"Liver cancer","MAP3K5",0.000346742199254262
"Colorectal cancer","DRAXIN",0.000346481033609153
"Stomach cancer","RND1",0.000345734625813875
"Colorectal cancer","SIX3",0.000345276665549253
"Colorectal cancer","CEBPA",0.000345276665549253
"Colorectal cancer","CCNK",0.000345276665549253
"Colorectal cancer","IFI6",0.000345276665549253
"Colorectal cancer","EPHX4",0.000345276665549253
"Colorectal cancer","FARSB",0.000345276665549253
"Colorectal cancer","VNN2",0.000345276665549253
"Colorectal cancer","DKC1",0.000345276665549253
"Colorectal cancer","SASS6",0.000345276665549253
"Colorectal cancer","HOXD8",0.000345276665549253
"Colorectal cancer","NFE2",0.000345276665549253
"Colorectal cancer","ABCA3",0.000345276665549253
"Stomach cancer","TSC22D3",0.000344283292575962
"Stomach cancer","FZD2",0.000344283292575962
"Stomach cancer","HMCN1",0.000344283292575962
"Stomach cancer","HOOK2",0.000344283292575962
"Liver cancer","FGR",0.000343489807825457
"Bile duct cancer","SLC2A3",0.000343027738451926
"Stomach cancer","CARTPT",0.000341280040685071
"Esophageal cancer","TBX21",0.000339595388853419
"Stomach cancer","HIPK1",0.000337436891984162
"Pancreatic Cancer","COL7A1",0.000335212591806404
"Pancreatic Cancer","WT1-AS",0.000335182050261618
"Pancreatic Cancer","FZD1",0.000334674202303431
"Liver cancer","BVES",0.000333502729648713
"Colorectal cancer","MASP2",0.000330907563031892
"Pancreatic Cancer","SULT1A1",0.00033072664232802
"Colorectal cancer","TXN",0.000330490921775294
"Esophageal cancer","CDK6",0.000329418277576937
"Esophageal cancer","COIL",0.000329347055772827
"Colorectal cancer","CD58",0.000329111919293932
"Stomach cancer","HIF1A",0.000328359441161511
"Stomach cancer","SMAD2",0.000328198686807251
"Esophageal cancer","LDOC1",0.000325751567086003
"Stomach cancer","ACE2",0.000323397350332371
"Bile duct cancer","BDNF",0.000322969596015357
"Bile duct cancer","BCL10",0.00032183670152095
"Stomach cancer","KISS1R",0.000321440675800535
"Stomach cancer","ID1",0.000320998578976369
"Bile duct cancer","MAG",0.000320670877727699
"Stomach cancer","CD80",0.000320575310319922
"Bile duct cancer","MIR141",0.000320275664765861
"Pancreatic Cancer","EIF2A",0.000318934122983119
"Liver cancer","RPS6KA1",0.000318342186039291
"Stomach cancer","KNG1",0.000316449652667761
"Bile duct cancer","CDH13",0.000315951689123248
"Stomach cancer","PTGES",0.000315882413477163
"Pancreatic Cancer","AXL",0.000313909724713721
"Colorectal cancer","KCNA3",0.000310574332808499
"Colorectal cancer","ARHGAP6",0.000308823841912836
"Colorectal cancer","KREMEN2",0.000308823841912836
"Colorectal cancer","PPP2R2B",0.000308823841912836
"Colorectal cancer","NT5C2",0.000308823841912836
"Colorectal cancer","RPL28",0.000308823841912836
"Colorectal cancer","SMARCB1",0.000308823841912836
"Stomach cancer","WFDC1",0.000307935543646335
"Colorectal cancer","PGR",0.000306573054350729
"Bile duct cancer","CA1",0.000304945221376541
"Colorectal cancer","SPRY4",0.0003048905500864
"Bile duct cancer","HOXD13",0.000303634488540279
"Esophageal cancer","ZNRD1",0.000302767308746333
"Colorectal cancer","PPP1CC",0.000302505678942216
"Esophageal cancer","NOTCH1",0.000301318765941682
"Colorectal cancer","WNT3A",0.000300559981048195
"Stomach cancer","TMEM25",0.000297640912707028
"Stomach cancer","DYM",0.000297235893050322
"Pancreatic Cancer","SOS1",0.000296230422988044
"Esophageal cancer","FN1",0.000296057686944476
"Esophageal cancer","PRMT1",0.000295312816920335
"Pancreatic Cancer","CASP8",0.000292961880390226
"Liver cancer","LDHB",0.000292526806636405
"Liver cancer","CYR61",0.000291841377760357
"Pancreatic Cancer","JAK3",0.000288708480861623
"Pancreatic Cancer","HSPA1B",0.000288531248579133
"Colorectal cancer","CST1",0.000287980035441095
"Bile duct cancer","HOXD9",0.00028762692561062
"Colorectal cancer","ROS1",0.000287382411545391
"Colorectal cancer","PRPF6",0.000287286125510177
"Esophageal cancer","IL6R",0.000284421701744099
"Pancreatic Cancer","NOS3",0.000282879840258982
"Esophageal cancer","SLC12A3",0.00028287105499385
"Colorectal cancer","SLC2A1",0.00028246559014665
"Liver cancer","VCAM1",0.000278622589514585
"Pancreatic Cancer","ITGA1",0.000276328408067421
"Colorectal cancer","FAM84A",0.000275559289988363
"Esophageal cancer","ADH7",0.000272331496829955
"Pancreatic Cancer","FLNB",0.000272103392995713
"Liver cancer","RECK",0.000271935886226838
"Colorectal cancer","ARHGEF4",0.000271153442130574
"Colorectal cancer","KIR3DL1",0.00026847927602976
"Stomach cancer","ELAVL1",0.000266591972623559
"Pancreatic Cancer","ITGA3",0.000265415524899877
"Esophageal cancer","ACTN4",0.000264059633321266
"Colorectal cancer","MYH9",0.000263432228293509
"Esophageal cancer","CAPN1",0.000262424452496994
"Liver cancer","CTNNBL1",0.000260241533624165
"Colorectal cancer","CDH11",0.00026013030777157
"Bile duct cancer","ELAVL3",0.000258527016959394
"Colorectal cancer","NUPR1",0.00025705544462055
"Pancreatic Cancer","DNASE1",0.000256962987820214
"Stomach cancer","CXXC1",0.000255625185474642
"Stomach cancer","TRAF2",0.000255258302668894
"Bile duct cancer","AMN",0.00025506608522105
"Pancreatic Cancer","FOXO6",0.000254481714350984
"Stomach cancer","PIN1",0.000254419501219821
"Colorectal cancer","SMAD3",0.000254036989879
"Liver cancer","CIITA",0.000251764462294312
"Pancreatic Cancer","KEAP1",0.000249721054929515
"Colorectal cancer","CD33",0.000249410717246095
"Colorectal cancer","CAPN2",0.000248365377935383
"Stomach cancer","SCG5",0.000247376667452445
"Pancreatic Cancer","CXCL3",0.00024605524263718
"Bile duct cancer","CDKN2A",0.000245532521562716
"Esophageal cancer","DIRAS3",0.000245474466562312
"Stomach cancer","ABCC11",0.000245158616522595
"Colorectal cancer","TUSC3",0.00024495089886265
"Stomach cancer","WHSC1",0.000243882020435431
"Pancreatic Cancer","MMP28",0.000243867593836572
"Stomach cancer","SIRT1",0.000243452041230307
"Pancreatic Cancer","RP1",0.000243234369654182
"Esophageal cancer","CYLD",0.000242300351475662
"Liver cancer","DUSP1",0.000239670040970357
"Pancreatic Cancer","PELP1",0.000237184757686664
"Liver cancer","RAC1",0.000235759644988222
"Colorectal cancer","CDC34",0.000235619396180026
"Colorectal cancer","NR1H3",0.000235619396180026
"Colorectal cancer","PTHLH",0.000235145092809271
"Pancreatic Cancer","DCD",0.000232048511764385
"Stomach cancer","NRD1",0.000231830776348509
"Esophageal cancer","TEC",0.000231193818220269
"Colorectal cancer","HRASLS",0.000230011567575325
"Colorectal cancer","MIR25",0.000228686009726056
"Colorectal cancer","GPX2",0.000228055439027513
"Stomach cancer","HOXD13",0.000227515779918558
"Colorectal cancer","MKL1",0.000227424142480982
"Pancreatic Cancer","FGF23",0.000227352775936362
"Colorectal cancer","ITGA6",0.000226778288271757
"Stomach cancer","BTF3",0.0002261589630839
"Pancreatic Cancer","PROK1",0.000226046861727432
"Liver cancer","MED19",0.000225800602610731
"Colorectal cancer","ID2",0.000225019238486037
"Colorectal cancer","PER3",0.000224935628927207
"Esophageal cancer","CDH1",0.000223141543531484
"Bile duct cancer","S100A11",0.000222851987004955
"Colorectal cancer","ST8SIA4",0.000222833574514147
"Pancreatic Cancer","C19orf26",0.000220488629509247
"Stomach cancer","ARHGEF7",0.000219530041474445
"Esophageal cancer","LATS2",0.000219339277987787
"Colorectal cancer","ARHGAP1",0.00021859401671953
"Pancreatic Cancer","PSEN1",0.000216998086160791
"Colorectal cancer","PTPN12",0.000216667970637452
"Colorectal cancer","SRC",0.000215994403820782
"Esophageal cancer","GSTO1",0.000214835163920614
"Liver cancer","SLC11A2",0.000212932811206522
"Esophageal cancer","FCGBP",0.000212585409631844
"Colorectal cancer","MIR499A",0.000212007098169343
"Liver cancer","MIR27B",0.000211497393652574
"Esophageal cancer","LCT",0.000210966700570153
"Liver cancer","FTO",0.000210031249604777
"Pancreatic Cancer","FOXC2",0.000206190499768775
"Stomach cancer","MORF4",0.000206186534106356
"Pancreatic Cancer","CD99",0.00020603798663234
"Esophageal cancer","EMP3",0.000205234205468075
"Stomach cancer","CR1",0.000201694083907699
"Liver cancer","LAT2",0.000201454439828551
"Esophageal cancer","ACPP",0.000200426907536734
"Esophageal cancer","RFC4",0.000200426907536734
"Esophageal cancer","RPL30",0.000200426907536734
"Stomach cancer","PIWIL1",0.000196150668852037
"Esophageal cancer","EYA4",0.000191976455175165
